Bin Id,SRR059400 ,SRR059401 ,SRR059404 ,SRR059405 ,SRR059468 ,SRR059469 ,SRR059876 ,SRR059877 ,SRR059996 ,SRR059997 ,SRR060396 ,SRR060397 ,SRR060398 ,SRR060399 ,SRR060402 ,SRR060403 ,SRR060428 ,SRR060429 ,SRR061301 ,SRR061306 ,SRR061329 ,SRR061332 ,SRR061340 ,SRR061347 ,SRR061348 ,SRR061360 ,SRR061370 ,SRR061375 ,SRR061383 ,SRR061384 ,SRR061387 ,SRR061391 ,SRR061394 ,SRR061404 ,SRR061406 ,SRR061409 ,SRR061410 ,SRR061418 ,SRR061461 ,SRR061462 ,SRR061465 ,SRR061470 ,SRR061525 ,SRR061527 ,SRR061533 ,SRR061539 ,SRR061901 ,SRR061902 ,SRR061913 ,SRR061914 ,SRR061941 ,SRR061942 ,SRR061943 ,SRR061944 ,SRR061991 ,SRR061992 ,SRR061993 ,SRR061994 ,SRR062025 ,SRR062026 ,SRR062076 ,SRR062077 ,SRR062104 ,SRR062105 ,SRR062445 ,SRR062451 ,SRR062516 ,SRR062536 ,SRR062537 ,SRR063464 ,SRR063465 ,SRR063490 ,SRR063491 ,SRR063498 ,SRR063500 ,SRR063524 ,SRR063526 ,SRR063912 ,SRR063920 ,SRR063925 ,SRR063927 ,SRR346676 ,SRR346677 ,SRR346678 ,SRR353621 ,SRR353623 ,SRR353628 
Staphylococcus_aureus_subsp_aureus_LGA251,0,0,0,0,0,0,0,0,0,0,0,0,0.198316903,0.350358913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001536182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003887945,0.020431685,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_M013,0,0,0,0,0,0,0,0,0,0,0,0,18.70349667,19.98673701,0,0,0,0,0,0,0,0.002874867,0,0,0,0,0.006686021,0,0,0,0,0.007457428,0.00757604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000750947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001267055,0.006658547,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_M1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_M809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_M876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_M899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_MN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000386569
Staphylococcus_aureus_subsp_aureus_MRGR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_MRSA131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002920051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189401,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_MRSA177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_MRSA252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_MSHR1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171856,0,0.000968463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001681125,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_MSSA476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_Mu3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_Mu50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_aureus_subsp_aureus_Mu50_omega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
